Date,GBP,Daily_Returns_Percentage,Weekly_Returns_Percentage,DR_Classes,WR_Classes,News
2016-04-24,0.692184,0.2825058165080776,1.8448824011548481,PS,PS,"game thrones season <NUM> episode <NUM> review “ red woman ”/,,,/serbian voters resoundingly endorse leader pro-eu policies/,,,/beyoncé lemonade turns life lemons furious pop/,,,/celebrate harriet tubman without disparaging andrew jackson/,,,/upside limited <NUM> even earnings bottom/,,,/<NUM> scrambled coalitions/,,,/real gender pay gap/,,,/investigators finish work ohio homes <NUM> fatally shot/,,,/metro sank crisis despite decades warnings/,,,/republicans take aim national security council"
2016-04-25,0.690595,0.2295632375206651,1.4251069472536244,PS,PS,"bernie sanders allies aim shape democrats agenda primaries/,,,/bernie sanders meets pope francis/,,,/beyoncé lemonade comes itunes/,,,/billionaire building davos/,,,/game thrones season <NUM> premiere picking jagged pieces/,,,/maisie williams game thrones blind arya impatient fans/,,,/monday evening briefing bernie sanders donald trump johnny manziel/,,,/need holmes obama sheds light winston churchill mystery/,,,/review beyoncé makes lemonade marital strife/,,,/taking tesla china jia yueting aims outmuscle musk"
2016-04-26,0.686026,0.6616033999666939,1.2716194006867596,PS,PS,"beyoncé unearths pain lets flow lemonade/,,,/criminal case bill cosby allowed proceed/,,,/dog walked phone show/,,,/forget much tv big tv worry/,,,/gannett offers <NUM> million tribune publishing/,,,/karabakh renewed conflict caucasus/,,,/ted cruz-john kasich alliance donald trump quickly weakens/,,,/tubman jackson mean/,,,/unity sanders must stay fight/,,,/battle n.c. transgender law intensifies lawmakers reconvene"
2016-04-27,0.687897,-0.2727301880686639,1.3889326907363397,NS,PS,"<NUM> members one family found shot death rural ohio/,,,/apple nine-year iphone juggernaut stops first sales decline/,,,/chaiwali indian restaurant feels like home/,,,/donald trump sweeps <NUM> states hillary clinton takes <NUM>/,,,/fbi decides provisionally share iphone unlock sources/,,,/fbi share iphone unlocking mechanism cites lack ownership/,,,/mirage return manufacturing greatness/,,,/reince priebus calls g.o.p back nominee even you-know-who/,,,/wednesday briefing donald trump hillary clinton iphone/,,,/wednesday evening briefing donald trump j. dennis hastert ted cruz"
2016-04-28,0.6845859999999999,0.48132205838956565,1.9823003274482573,PS,PS,"bernie sanders cut hundreds staff members focus california/,,,/chipotle e. coli outbreak brings chain earth/,,,/dennis hastert sentenced <NUM> months apologizes sex abuse/,,,/donald trump laying foreign policy promises coherence/,,,/dyson wants create hair dryer revolution/,,,/exclusive ares apollo vying american capital sources/,,,/five myths pacific rim/,,,/jimmy buffett margaritaville state mind empire/,,,/jobs squeezed chinese trade voters seek extremes/,,,/pennsylvania unbound delegates remain wary donald trump"
2016-04-29,0.6844279999999999,0.02307964229476056,1.3998516160168464,PS,PS,"<NUM> tied san bernardino gunman indicted/,,,/chris wallace in-house moderate fox news less predictable targets/,,,/clues mystery prince final days/,,,/colorado weighs replacing obama health policy universal coverage/,,,/divided aleppo plunges back war syrian hospital hit/,,,/donald trump accepting views gay issues set apart g.o.p/,,,/donald trump beat expectations everywhere suggesting broad shift/,,,/employers urged prevent zika infections work/,,,/hints prince failing health preceded sudden death/,,,/kiki herb kitsch whisky chaser"
2016-05-01,0.685235,-0.11790867702666219,1.003923812165553,NS,PS,"irony celebrity populism/,,,/party without joe biden scenes correspondents dinner aftermath/,,,/suspected islamic state suicide bomber kills two police southeast turkey sources/,,,/weekend briefing ted cruz donald trump n.f.l/,,,/derailed train washington leaks hazardous chemical disrupts rail service/,,,/facing long odds california cruz courts state republicans/,,,/protesters leave baghdad green zone day ransacking parliament/,,,/aleppo bombed syrian army begins calm plan elsewhere/,,,/cash-flush california gop allows chairman seek third term/,,,/cruz wins indiana"
2016-05-02,0.681817,0.4988069786277691,1.2710778386753248,PS,PS,"alzheimer disease/,,,/dredging miami port badly damaged coral reef study finds/,,,/indiana economy offers caution inspiration primary nears/,,,/julianna margulies closing arguments good wife/,,,/learn alzheimer invite reporter tail really/,,,/malia obama attend harvard <NUM>/,,,/malia obama rebels sort choosing harvard/,,,/marine corps investigating photo iconic flag-raising iwo jima/,,,/monday evening briefing hillary clinton donald trump bitcoin/,,,/remade trail blazers fall short golden state warriors game <NUM>"
2016-05-03,0.687595,-0.8474414688985519,-0.22870853291274784,NS,NS,"california prepares long-denied star turn presidential race/,,,/catching flight budget hours minutes security/,,,/corn pone rebooted country new humor/,,,/days chaos baghdad protest meltdown/,,,/donald trump speaks like sixth-grader politicians/,,,/prince died without according court documents filed sister/,,,/ruined serbian orthodox church landmark old new york/,,,/lyin ted attack works well donald trump/,,,/put middle east back together/,,,/starboard smith says yahoo welcoming since arrival"
2016-05-04,0.6896359999999999,-0.29683171052725754,-0.2527994743398949,NS,NS,"<NUM> wines <NUM> spring edition/,,,/dennis hastert seems architect dysfunction speaker/,,,/donald trump party/,,,/google fiat chrysler team self-driving minivans/,,,/jodie foster stays one real stars hollywood/,,,/lincoln center president abrupt departure prompted relationship/,,,/missing mexican students suffered night terror investigators say/,,,/obama needles clinton g.o.p field correspondents dinner/,,,/opioid prescribing gets another look f.d.a revisits mandatory doctor training/,,,/potent side effect flint water crisis mental health problems"
2016-05-05,0.69026,-0.09048251541393881,-0.8288220910155957,NS,NS,"bountiful afghan opium harvest yields profits taliban/,,,/doctor warned silent abortions files civil rights complaint/,,,/exclusive coinbase ripple close landing new york bitcoin licenses source/,,,/men book clubs/,,,/prince addiction intervention late/,,,/senators urge regulators id vehicles possible faulty takata air bags/,,,/u.n. security council condemns attacks health workers war zones/,,,/egypt latest target gays/,,,/money tips millennials dream boss/,,,/russian delegation syria ancient palmyra marks liberation islamic state"
2016-05-06,0.6930189999999999,-0.3997044591892802,-1.2552087290408878,NS,NS,"<NUM> ways donald trump would unlike nominee/,,,/ahmet davutoglu turkey prime minister expected replaced/,,,/arianna huffington sleep revolution starts home/,,,/army captain takes obama court isis fight/,,,/ben rhodes profile new york times magazine gross/,,,/cement shoes fabled anchor watery grave surface brooklyn/,,,/donald trump charge republicans day reckoning/,,,/farewell grand old party/,,,/fetuses feel pain utah abortion law doctors odds/,,,/flags fathers author doubts father iwo jima photo"
2016-05-08,0.69331,-0.04199019074513899,-1.1784278386246996,NS,NS,"republican party worst week washington/,,,/syrian warplanes counter-attack rebels near aleppo/,,,/war islamic state hits hurdles u.s. military gears/,,,/sarah palin says paul ryan soon cantored/,,,/south confederate-monument problem going away/,,,/much love brazil president maybe less impeachment/,,,/gop electoral-map problem trump demographics/,,,/nobody left evangelicals feel abandoned gop trump ascent/,,,/clinton wonky policies fine-grained complexity contrast rivals grandiose ideas/,,,/prominent pakistani anti-militant activist shot dead karachi"
2016-05-09,0.693958,-0.09346468390762652,-1.7806830865173424,NS,NS,"black americans see gains life expectancy/,,,/donald trump warning paul ryan signals g.o.p discord/,,,/groupon sues once-great ibm patent/,,,/lawyers sumner redstone trial tussle possible dismissal/,,,/lightning oust islanders game <NUM> rout/,,,/met opera struggling fill empty seats/,,,/north korea says push nuclear program defying u.n. sanctions/,,,/pakistani rights activist khurram zaki fatally shot karachi/,,,/review radiohead moon shaped pool patient perfectionism/,,,/ancient lava bubbles reveal conditions primordial earth"
2016-05-10,0.692177,0.2566437738306746,-0.6663806455835442,PS,NS,"clinton aide cheryl mills leaves fbi interview briefly asked emails/,,,/exclusive u.s. investigates market-making operations citadel kcg/,,,/thai officials battle buddhist monks tigers fate/,,,/white house prods senate garland amid republican blockade/,,,/budweiser renames america inspire drinkers/,,,/playboy president donald trump double standard/,,,/trump confounding expectations/,,,/paul ryan could recuse supporting donald trump/,,,/pundits achieve cable-news stardom converting donald trump supporters/,,,/u.s. job openings hit eight-month high skills mismatch emerging"
2016-05-11,0.692427,-0.036117929373546076,-0.4047062508337831,NS,NS,"baghdad rocked blasts islamic state claims city bloodiest day months/,,,/colorado inmate files first claim paternity prince estate/,,,/democratic voters like either hillary clinton bernie sanders/,,,/donald trump stolen paul ryan party/,,,/harvardâ€™s clueless illiberalism/,,,/lazy sunday routine vanessa bayer saturday night live/,,,/sarah palin political mother trump/,,,/texas judge upholds nearly two-year jail term affluenza teen/,,,/brazil rousseff undone hubris economic missteps/,,,/google says payday lender ads"
2016-05-12,0.692249,0.025706680993081932,-0.288152290441289,PS,NS,"1,000 day tokyo <NUM>/,,,/deals trump/,,,/exclusive u.s. plans new wave immigrant deportation raids/,,,/trump insults voters yet/,,,/tsa struggles balancing speed security airport checkpoints/,,,/commentary london new muslim mayor already tilting world political chessboard/,,,/doping bombshells rock wada meeting drug crisis deepens/,,,/mitsubishi motors says cash ride widening mileage affair/,,,/secret service investigate trump ex-butler calls obama killed/,,,/brazil new president already deeply unpopular"
2016-05-13,0.696434,-0.6045512525117402,-0.4927714824557512,NS,NS,"donald trump masqueraded publicist brag/,,,/tribeca film festival announces winners/,,,/five myths transgender/,,,/six common mistakes make laundry/,,,/ancient tools bone found florida could help rewrite story first americans/,,,/bill clinton takes protesters coal country/,,,/see couples magically age <NUM> years/,,,/better design could solve debate gendered bathrooms/,,,/thanks gave murderâ€™ teen pleads guilty killing couple raised/,,,/u.s. probes trump former butler urging obama assassination"
2016-05-15,0.69652,-0.012348621692794381,-0.46299635083873625,NS,NS,"game thrones season <NUM> episode <NUM> review book stranger/,,,/weekend briefing transgender rights donald trump doping/,,,/managing philanthropy national parks/,,,/legal north carolina attorney general defend state bathroom law/,,,/obama birth trump movement/,,,/filipino children u.s. troops mixed feelings american return/,,,/happened saturday dramatic nevada democratic convention/,,,/sheryl sandberg learned live husband death/,,,/invisible tax teachers color/,,,/obama minimalist mideast muddle"
2016-05-16,0.694569,0.2801068167461125,-0.08804567423389642,PS,NS,"lose weight diet/,,,/manchester united match canceled fake bomb found/,,,/obama civics lesson trump sanders supporters/,,,/obama swipes trump name speech rutgers/,,,/plan flood san francisco news homelessness/,,,/raptors escape past ousting heat game <NUM>/,,,/reince priebus urges g.o.p unity behind trump/,,,/rupaul drag race highlights struggle acceptance/,,,/russian official apologizes doping problem says athletes barred/,,,/social media finds new role news entertainment curator"
2016-05-17,0.692861,0.2459078939601511,-0.0988186547660348,PS,NS,"brooklyn basement jazz russian accent/,,,/evening briefing bernie sanders donald trump zika/,,,/evening briefing hillary clinton donald trump cultural revolution/,,,/house challenge health law could raise premiums administration says/,,,/justices seeking compromise return contraception case lower courts/,,,/little limits donald trump plans attacks hillary clinton character/,,,/obama defends transgender directive school bathrooms/,,,/rift labor environmentalists threatens democratic turnout plan/,,,/scandals embroil alabama governor speaker chief justice/,,,/strange unending limbo egypt hosni mubarak"
2016-05-18,0.687725,0.7412742238341963,0.6790607529746779,PS,PS,"ad portraying donald trump misogynist effective/,,,/add salt make bacon pancetta home/,,,/attention grows transgender children numbers elusive/,,,/cannes women turn force/,,,/donald trump says willing talk directly kim jong-un/,,,/hillary clinton super pac air first attack ads aimed donald trump/,,,/justice department opens investigation russian doping scandal/,,,/olympic sinkhole/,,,/patriotism beer/,,,/retesting doping samples could bar dozens rio olympics"
2016-05-19,0.687547,0.025882438474681635,0.6792353618423448,PS,PS,"bernie sanders eyeing convention willing harm hillary clinton homestretch/,,,/bernie sanders facing pressure supporters actions nevada/,,,/donald hillary bernie factor/,,,/donald trump docket look supreme court wish list/,,,/eric fanning confirmed secretary army/,,,/evening briefing bernie sanders donald trump boko haram/,,,/evening briefing egyptair hillary clinton donald trump/,,,/fact-checking post-fact world/,,,/george mason university firms plan name law school scalia/,,,/hillary clinton says donald trump qualified president"
2016-05-20,0.689554,-0.29190731688160554,0.9878897354236074,NS,PS,"<NUM> tortured republican responses donald trump/,,,/donald trump releases list possible supreme court picks/,,,/pioneertown wants new old west/,,,/republicans want party unify behind donald trump poll shows/,,,/russia bolsters submarine fleet tensions u.s. rise/,,,/traditional polling underselling donald trump true strength/,,,/trump aide paul manafort promoted campaign chairman chief strategist/,,,/trump bets mass amnesia/,,,/would take donald trump deport <NUM> million build wall/,,,/alan young actor played willllburrrrr mister ed dies <NUM>"
2016-05-22,0.6898310000000001,-0.040170893070026636,0.9603457187158995,NS,PS,"airstrike taliban leader escalates u.s. involvement afghan war/,,,/bernie sanders feud democratic leadership heats/,,,/fighting phony populism/,,,/iraqi military preparing retake fallujah islamic state/,,,/review bryan cranston shines lyndon johnson way/,,,/wealthy people refuse give donald trump money/,,,/alexander hamilton warning <NUM> voters/,,,/bernie sanders declared war democratic establishment/,,,/online lending scare/,,,/new coalition destroy islamic state"
2016-05-23,0.6905180000000001,-0.09958960962903518,0.5832393901829533,NS,PS,"accident advocates want speak car crashes instead/,,,/director toni erdmann savors moment cannes/,,,/donald trump hillary clinton set clash gun control/,,,/greek lawmakers narrowly approve austerity legislation/,,,/halt smartphone slide samsung rewrites playbook/,,,/hillary clinton warns treating donald trump normal candidate/,,,/huge recall frozen fruits vegetables listeria outbreak/,,,/inverted jenny object intrigue stamp world re-emerges <NUM> years/,,,/oklahoma passes bill would subject abortion doctors felony charges/,,,/sumner redstone moves replace ousted trust members"
2016-05-24,0.6839029999999999,0.9579764756313551,1.2929000189071047,PS,PS,"bill weld running libertarian likens donald trump immigration plan kristallnacht/,,,/republican congresswoman personal stake transgender debate/,,,/review sweetbitter bright lights big city restaurant set/,,,/want see gop senator duck run ask trump/,,,/hillary clinton fun trustworthy/,,,/legendary photographer twenty-year obsession real food/,,,/palme goes ken loach film cannes/,,,/young people likely live parents partners/,,,/case banning pornography/,,,/donald trump calls global warming hoax threatens golf course"
2016-05-25,0.680285,0.529022390602151,1.08182776545857,PS,PS,"airport security behind backups/,,,/angry birds movie nests atop box office/,,,/gisele inc/,,,/new hollywood sumner redstone man time/,,,/paul ryan soap opera donald trump/,,,/story behind american dream photo west point went viral/,,,/trumpism made europe/,,,/american gi defected north korea sons propaganda stars/,,,/found donald trump phantom <NUM> million donation vets/,,,/house speaker ryan says decided trump"
2016-05-26,0.681904,-0.23798849011809864,0.8207438909631009,NS,PS,"arrow history/,,,/beer outdoors around clock/,,,/clear phil mickelson thank insider trading ruling/,,,/donald trump views climate change clues emerge/,,,/inside roc nation sports jay z high-end boutique athlete agency/,,,/russia denies doping sochi olympics/,,,/secret service shoots man near white house/,,,/start-ups showered cash work/,,,/successful already lottery/,,,/two connect ... date history"
2016-05-27,0.6839350000000001,-0.2978425115558849,0.8148745420953247,NS,PS,"end office dress code/,,,/five myths stanley cup/,,,/oklahoma governor vetoes bill would charge abortion doctors/,,,/revisiting hiroshima books reports places/,,,/turkish parliament approves stripping lawmakers immunity/,,,/new report hillary clintonâ€™s email damning/,,,/amber heard files restraining order johnny depp alleged domestic violence/,,,/candace bushnell tinder like vegas/,,,/newspapers escalate fight ad blockers/,,,/peter thiel reason angry gawker writing gay"
2016-05-29,0.684366,-0.06301768442907019,0.792223022740373,NS,PS,"bernie sanders derides pick clinton allies convention committee leaders/,,,/donald trump speaks rolling thunder rally/,,,/memorial day message candidates/,,,/<NUM> migrants drowned mediterranean past days/,,,/along new silk road city built sand monument china problems/,,,/gary johnson wins libertarian presidential nomination/,,,/hillary clinton face different standard honesty/,,,/obama hiroshima moral lessons/,,,/dear fellow veterans tell war stories/,,,/even victory donald trump stop airing grievances"
2016-05-30,0.683585,0.11412022222026508,1.0040288594938858,PS,PS,"donald trump bikers share affection rolling thunder rally/,,,/game thrones season <NUM> episode <NUM> dragon queen campaign trail/,,,/j.f.k computer glitch wreaks havoc air passengers/,,,/seaworthy ready early unveiling/,,,/silicon valley season <NUM> episode <NUM> spaces vs. tabs/,,,/depressing moment <NUM> race/,,,/shared grief friendship — shared mission/,,,/trump tragic rolling bluster/,,,/donald trump pick ivanka running mate/,,,/president trump global real estate deals present unprecedented gray areas"
2016-05-31,0.6901430000000001,-0.9593539940168512,-0.9124100932442332,NS,NS,"donald trump win battleground regions decide/,,,/f.d.a finishes food labels eat/,,,/gorilla killed child enters enclosure cincinnati zoo/,,,/middle eastern writers find refuge dystopian novel/,,,/multiple tours war overseas struggle home/,,,/opioid prescriptions drop first time two decades/,,,/price green card 500,000 stadium stake/,,,/rulings remarks tell divided story 8-member supreme court/,,,/slicing dicing prepare knife-free meal/,,,/three days <NUM> deaths mediterranean migrant crisis flares"
2016-06-01,0.693793,-0.5288758996323821,-1.9856383721528488,NS,NS,"bill cosby accuser could face pretrial hearing/,,,/cancer survivor receives first penis transplant united states/,,,/china homeowners find land doubt/,,,/christopher kimball moving america test kitchen/,,,/donald trump lashes media detailing gifts veterans/,,,/ex-army sniper gets 20-year sentence murder-for-hire scheme/,,,/fear catastrophe unfolding amid fighting falluja/,,,/general mills recalls flour consumers fall ill/,,,/gov jerry brown endorses hillary clinton ahead california primary/,,,/kansas parents worry schools slipping amid budget battles"
2016-06-02,0.693701,0.013260439352933417,-1.730008916211105,PS,NS,"bernie sanders factually incorrect delegate math/,,,/bryan whitman pentagon official charged stealing nanny license plates placed leave/,,,/commentary long north korea nuke u.s. city/,,,/comparisons golden state warriors playing different game/,,,/compelling reason kevin durant stay thunder team/,,,/dogs test drug aimed humans biggest killer age/,,,/hillary clinton portray donald trump foreign policy positions dangerous/,,,/hispanic official leave r.n.c sign disaffection donald trump/,,,/kenneth starr resign chancellor baylor/,,,/music world bands together youtube seeking change law"
2016-06-03,0.688891,0.6933823073629668,-0.724630264571914,PS,NS,"<NUM> fort hood soldiers dead <NUM> missing texas floods/,,,/exclusive couche-tard 7-eleven parent vying cst brands sources/,,,/five myths gentrification/,,,/friday evening briefing hillary clinton donald trump golden state warriors/,,,/hillary clinton warns donald trump thin skin would set war economic crisis/,,,/inside charles koch <NUM> million quest republic science/,,,/lizzie grubman changed party girl/,,,/one guantánamo detainee pleads release another appear/,,,/prince died accidental overdose opioid painkiller/,,,/prince overdosed fentanyl"
2016-06-05,0.691152,-0.328208671618583,-0.9915746837218649,NS,NS,"president obama statement muhammad ali/,,,/senior republicans criticize trump remarks hispanic judge/,,,/silicon valley season <NUM> episode <NUM> stop beta time/,,,/free money thanks say swiss voters/,,,/heartbreaking moment dying mother begged friend take babies/,,,/new trump no-show/,,,/school forced help top student need/,,,/syrian army presses offensive islamic state/,,,/extending anti-estrogen therapy <NUM> years reduces breast-cancer recurrence new cancers/,,,/let narrow judges demographically biased donald trump"
2016-06-06,0.691999,-0.12254901960784537,-1.2308637550560633,NS,NS,"aging japanese women find resigned solace south korea/,,,/almost <NUM> forgotten legend basketball still marvels game/,,,/bernie sanders vows fight convention hillary clinton wins primary/,,,/branded terrorist reporting two sides ukraine war/,,,/could muslim judge neutral donald trump think/,,,/game thrones season <NUM> episode <NUM> never late/,,,/j. k. rowling endorsed harry potter cursed child stage/,,,/justice conspiracy terrorism trial divides somalis minneapolis/,,,/monday evening briefing hillary clinton cleveland cavaliers kanye west/,,,/syrian russian aircraft step bombing aleppo city monitor"
2016-06-07,0.6878569999999999,0.5985557782598079,0.3312357004273281,PS,PS,"ali least memorable fight/,,,/biased judge donald trump claimed/,,,/california senate race tale diversity flailing g.o.p/,,,/carnegie hall new leader son named hendrix/,,,/charges mother boy slipped gorilla enclosure cincinnati zoo/,,,/democrats jump allies donald trump judge dispute/,,,/everywhere paul ryan turns smell trump/,,,/gorillas even belong zoos harambe death spurs debate/,,,/greed corruption danger tarnished afghan gem trade/,,,/growing coy explores fallout family fought transgender child"
2016-06-08,0.689124,-0.18419526151510013,0.6729672971621312,NS,PS,"bernie sanders supporters fume hillary clinton new label/,,,/bomb istanbul kills <NUM> near tourist district/,,,/broadway king close/,,,/connecticut foundations crumbling home worthless/,,,/crowds crates louvre takes flood precautions/,,,/donald trump says remarks judge misconstrued/,,,/donald trump statement trump university/,,,/good samaritan helps boy survive internal decapitation idaho car crash/,,,/hillary clinton clinches nomination bernie sanders fight/,,,/hillary clinton donald trump narendra modi tuesday evening briefing"
2016-06-09,0.691446,-0.33694951851916244,0.32506800480322795,NS,PS,"democrats nudge bernie sanders g.o.p tries rein donald trump/,,,/donald trump softens tone g.o.p hopes last/,,,/drummer defends stanford student convicted rape case band pays price/,,,/four elements periodic table get new names/,,,/hillary clinton long grueling quest/,,,/hillary clinton made history bernie sanders stubbornly ignored/,,,/hillary clinton winning mother would nervous/,,,/house passes puerto rico fiscal rescue bill ahead july cliff/,,,/japanese boy <NUM> left mountain parents found alive/,,,/n.b.a fashion runway stars styles ... trash"
2016-06-10,0.701358,-1.4335175848873263,-1.8097202605346894,NS,NS,"<NUM> convictions driving drunk 9th got life/,,,/bernie sanders meets president obama pledges work defeat donald trump/,,,/clinton trump twitter delete account/,,,/hillary clinton tel aviv carbon dioxide thursday evening briefing/,,,/keeping appearances ruined former dallas banker/,,,/maria sharapova suspended tennis two years/,,,/muhammad ali first greatest love/,,,/obama endorses hillary clinton urges democrats unite/,,,/palestinians elect new president reality tv show/,,,/pleading peace chicago amid fears bloody summer"
2016-06-12,0.702975,-0.2305527277082433,-1.7106222654351058,NS,NS,"stanford commencement protests amid revelry/,,,/obama know enough say act terror act hate/,,,/trump running campaign gop nomination big problem/,,,/euro <NUM> violence spreads second french city/,,,/orlando club sister tribute gay brother died aids/,,,/tony awards <NUM> faq watch show red carpet tv online/,,,/abenomics doubts drive foreigners japanese stocks volatility spikes/,,,/rape case overshadows stanford commencement protests muted/,,,/anonymous bidder pays 3.46 million warren buffett lunch/,,,/assault rifle used florida shooting drives gun control debate"
2016-06-13,0.703859,-0.12575127138234166,-1.7138753090683707,NS,NS,"<NUM> valedictorians texas declare undocumented status outrage ensues/,,,/bernie sanders refuses concede nomination hillary clinton/,,,/cable industry mobilizes lobbying army block f.c.c moves/,,,/colombian hit man became youtube star/,,,/desperate pursuit zero-stress job/,,,/gawker general counsel takes leadership role/,,,/london subway experiment please walk escalator/,,,/mets manager terry collins hospitalized sunday game/,,,/nightclub massacre obama expresses outrage familiar lament/,,,/north dakotans reconsider corporate farming ban values"
2016-06-14,0.708665,-0.6828072099667679,-3.0250473572268817,NS,NL,"american pharoah already champion stud life/,,,/amid party concerns donald trump meets finance team/,,,/anderson cooper absolutely grilled florida gop attorney general support lgbt people/,,,/ar-15 rifles beloved reviled common element mass shootings/,,,/blaming muslims attack donald trump tosses pluralism aside/,,,/citing family hillary clinton affirms gun-control stance/,,,/cover donald trump fairly style guide/,,,/decades boom-boom room suit bias persists women/,,,/donald trump hillary clinton speeches missed/,,,/dump-trump talk returns actually easy"
2016-06-15,0.704392,0.6029647294560903,-2.2155664292638306,PS,NS,"cavs lebron james assembled getting clobbered/,,,/court backs rules treating internet utility luxury/,,,/donald trump responds orlando attack exploiting fear easing/,,,/f.b.i. inquiry omar mateen focus else could done/,,,/freddie gray died rough ride prosecutors assert/,,,/google get fiat chrysler minivans self-driving tests/,,,/health costs keep rising people know/,,,/idaho town rattled months reports brutal assault/,,,/man shot christina grimmie singer voice identified/,,,/morning shock zabar man accidentally shoots"
2016-06-16,0.70368,0.10108008040978689,-1.7693355663348882,PS,NS,"bernie sanders terms surrender/,,,/clinton outpaces rivals drug company donations/,,,/donald trump chasing campaign cash veers battleground states/,,,/held hostage orlando restroom playing dead stay alive/,,,/orlando disney donald trump wednesday evening briefing/,,,/orlando shooting know know/,,,/oscar pistorius removes artificial legs sentencing hearing/,,,/travel around world two carry-ons sort/,,,/trump veers party line gun control/,,,/used assault rifle army think civilians"
2016-06-17,0.696445,1.0281662119145096,0.7004981763949445,PS,PS,"anderson cooper covering orlando shooting touch empathy/,,,/billy ray cyrus like miley knows reinvention/,,,/c.d.c reports <NUM> pregnant women u.s. zika/,,,/court papers give insight stanford sex assault/,,,/defining proclaiming new black power/,,,/defying china hong kong bookseller describes detention/,,,/divers find body toddler snatched alligator disney resort/,,,/fbi right arrest omar mateen shooting/,,,/funeral fire chief <NUM> years died 9/11/,,,/globally orlando attack strikes now-familiar fault lines"
2016-06-19,0.691204,0.7525360940203427,1.6744549948433445,PS,PS,"hamilton inc. path billion-dollar broadway show/,,,/transcending race lie/,,,/gop congress unfairly targeting irs/,,,/gun lobby finally cornered/,,,/tension funerals orlando victims protest irate driver/,,,/win-win strategy trump gop/,,,/expensive reminder sanders still dropped secret service detail/,,,/gay orlando grapples first saturday pulse feel like/,,,/pga players express outrage possible dustin johnson stroke penalty/,,,/former vanderbilt player found guilty rape retrial"
2016-06-20,0.681114,1.4597716448400178,3.2314710758830927,PS,PL,"among olympians zika precautions fewer guests frozen sperm/,,,/brooklyn residents seek answers mentally ill ex-convict fatally shot/,,,/cavaliers defeat warriors win first n.b.a title/,,,/communities prepare mass shootings orlando offers lessons/,,,/compare gun death rates u.s. different world/,,,/corruption probe nets nyc police officers businessman/,,,/donald trump calls profiling stop terrorists/,,,/donald trump could threaten u.s. rule law scholars say/,,,/dustin johnson wins u.s. open oakmont first major title/,,,/former vanderbilt football player found guilty campus rape"
2016-06-21,0.681982,-0.12743828492733655,3.7652487423535774,NS,PL,"anti-trump voices amplify internet violent results/,,,/champions monster polaroid yield digital world/,,,/chicago releases videos police shootings/,,,/donald trump fires corey lewandowski campaign manager/,,,/entire rationale donald trump presidential candidacy crumbling/,,,/fiat chrysler investigate crash killed star trek actor/,,,/game <NUM> n.b.a finals draws close <NUM> million viewers/,,,/gop leaders alarmed trump devastating fundraising start/,,,/heaven cleveland/,,,/hillary clinton new attack donald trump cheers allies worries"
2016-06-22,0.6762630000000001,0.8385851826001272,3.9933730082113357,PS,PL,"<NUM> million donations go directly orlando kin survivors/,,,/<NUM> somali-americans found guilty trying join islamic state/,,,/creamy sweet tribute summer/,,,/donald trump paul ryan setting g.o.p agenda/,,,/donald trump political suicide mission/,,,/donald trump self-funding includes payments family companies/,,,/f.a.a issues commercial drone rules/,,,/hillary clinton makes dire predictions economy donald trump wins/,,,/honeymoon tour laughs natasha leggero moshe kasher/,,,/isis claims responsibility killing french police officer"
2016-06-23,0.669428,1.0107014578647693,4.867553433378802,PS,PL,"abortion pill orders rise <NUM> latin american nations zika alert/,,,/donald trump returns fire calling hillary clinton world-class liar/,,,/donald trump speech missed fact checks/,,,/fateful flight prince protégée tells story/,,,/first gay bar rachel maddow andy cohen others share coming-out stories/,,,/hillary clinton donald trump cleveland cavaliers wednesday evening briefing/,,,/hillary clinton message yes economy messed fix/,,,/hillaryism/,,,/historians police others argue makes orlando massacre worst/,,,/house turned cauldron gun legislation"
2016-06-24,0.731488,-9.270601169954062,-5.031696688180702,NL,NL,"acquittal freddie gray case casts doubts future trials/,,,/always agitated always mad omar mateen according knew/,,,/brexit meet america trexit/,,,/brief guide today supreme court decisions/,,,/c-span delivers sit-in even cameras/,,,/congolese politician jean-pierre bemba sentenced <NUM> years war crimes/,,,/corey lewandowski ex-campaign manager donald trump joins cnn/,,,/democratic party hillary clinton donald trump thursday evening briefing/,,,/diary cruise season/,,,/dior expected name maria grazia chiuri artistic director"
2016-06-25,0.731488,-1.4210854715202004e-14,-5.031696688180702,NS,NL,"george exits republican party trump/,,,/regardless brexit vote experts say e.u must rethink status quo/,,,/war brothers iraq kill hands/,,,/trump proposes muslims terrorism-heavy countries would banned u.s/,,,/britain e.u odds timing exit/,,,/<NUM> reasons europeans hate e.u/,,,/sex misconduct case exposes flaws naval academy scrutinizes instructors/,,,/hawaii becomes first u.s. state place gun owners fbi database/,,,/brutal week obama liberal vision interconnected world/,,,/johnny manziel father calls druggie says hopes goes jail"
2016-06-26,0.743452,-1.6355702349184185,-7.558984033657211,NS,NL,"george leaves g.o.p donald trump/,,,/words obama father still waiting read son/,,,/learning britainâ€™s unnecessary crisis/,,,/pope says church ask forgiveness gays past treatment/,,,/e.u. biggest threat people/,,,/paul ryan flimsy health plan/,,,/voters fed washington clinton decries inaction nation capital/,,,/deadly california wildfire destroys <NUM> homes threatened/,,,/long march stonewall inn/,,,/many u.s. firms playing catchup surprise eu exit vote"
